Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident,lat,long,State
Clear,Rural Road,Morning,2,119,1,0,Low,Icy,Bus,46,23,Daylight,0,16.77010010910078,79.47244100000198,Telangana
Clear,Rural Road,Night,1,107,12,0,Low,Dry,Truck,34,9,Daylight,0,16.64979168400397,80.87156123741613,Andhra Pradesh
Foggy,Highway,Morning,3,80,15,0,Low,Wet,Bike,46,26,Daylight,0,14.599549880516475,77.94840402444684,Andhra Pradesh
Clear,Highway,Morning,3,79,11,0,Low,Wet,Bus,22,1,Artificial Light,0,18.037494262725026,80.71681281502646,Andhra Pradesh
Foggy,Highway,Morning,3,105,5,0,Moderate,Wet,Bike,65,40,Daylight,1,16.738420885681148,80.62761367788967,Andhra Pradesh
Clear,Rural Road,Evening,1,64,17,0,Low,Dry,Car,59,35,Artificial Light,0,16.01625020386509,81.12057130857968,Telangana
Clear,Highway,Afternoon,2,117,11,0,Low,Wet,Truck,69,45,Artificial Light,0,16.590302728824582,82.03264960500019,Andhra Pradesh
Foggy,City Road,Morning,1,44,14,1,Moderate,Icy,Bike,21,1,Daylight,1,14.656020941223256,78.46993902030961,Andhra Pradesh
Clear,Highway,Night,3,72,7,0,Moderate,Dry,Car,28,4,Daylight,1,17.39815702826975,82.52164578222997,Andhra Pradesh
Foggy,City Road,Afternoon,3,50,6,0,Low,Wet,Truck,22,4,Artificial Light,0,18.140718920383794,78.76240545321951,Telangana
Foggy,Highway,Morning,3,84,2,0,Moderate,Dry,Bus,64,44,Daylight,1,16.713247237873198,81.78379412226194,Andhra Pradesh
Clear,Rural Road,Morning,3,104,5,0,Moderate,Dry,Bike,18,0,Daylight,1,18.033191889424103,83.88196004211865,Andhra Pradesh
Rainy,Highway,Night,2,44,9,0,Moderate,Wet,Truck,58,34,Daylight,1,16.162677748438483,78.88182194348113,Andhra Pradesh
Rainy,City Road,Night,2,41,15,0,Moderate,Dry,Car,60,39,Daylight,1,14.713014506701036,78.95077196639703,Andhra Pradesh
Clear,Highway,Night,2,101,19,0,Moderate,Wet,Bike,46,28,Artificial Light,1,17.464034679553865,83.15221796131306,Andhra Pradesh
Foggy,Rural Road,Afternoon,3,44,11,0,Low,Icy,Truck,30,5,Daylight,0,16.95586525794873,78.69478617496425,Telangana
Clear,Rural Road,Morning,2,41,11,0,Low,Wet,Truck,61,38,Artificial Light,0,19.59103134362741,77.46425418579958,Telangana
Foggy,City Road,Night,2,95,3,1,High,Icy,Bus,69,49,Artificial Light,1,18.325601600815723,82.63627052736355,Andhra Pradesh
Foggy,Rural Road,Afternoon,2,112,10,0,Low,Icy,Bike,20,0,Daylight,0,18.040269004269742,78.37379764237798,Telangana
Foggy,Highway,Evening,1,106,11,0,Low,Icy,Car,67,46,Daylight,0,17.20742950516424,81.20462755428207,Telangana
Rainy,Highway,Night,2,69,1,0,Moderate,Icy,Truck,27,4,Daylight,1,18.092794340250677,79.61928831065687,Telangana
Foggy,Highway,Night,1,39,6,0,Low,Wet,Truck,54,32,Daylight,0,16.532056312910246,83.87289816040467,Andhra Pradesh
Clear,City Road,Night,2,77,3,1,High,Icy,Car,61,39,Artificial Light,1,17.70642612419901,80.77900275615549,Andhra Pradesh
Clear,City Road,Evening,1,59,12,0,Low,Icy,Car,66,45,Artificial Light,0,16.331416771764903,78.82403008189407,Andhra Pradesh
Rainy,Highway,Evening,2,57,2,0,Low,Dry,Car,64,43,Daylight,0,17.663443054946953,83.18221524586629,Andhra Pradesh
Foggy,Highway,Night,3,98,3,1,Moderate,Icy,Bike,61,39,Artificial Light,0,17.466307799953476,81.33523741532491,Telangana
Rainy,Rural Road,Morning,2,77,7,0,Low,Dry,Bike,45,21,Daylight,0,18.459600108765194,81.42646991595926,Telangana
Clear,Highway,Morning,2,38,17,1,Low,Icy,Bus,39,18,Artificial Light,1,18.35637177611408,77.81705346842267,Telangana
Rainy,Rural Road,Afternoon,2,81,13,0,Moderate,Icy,Truck,40,18,Artificial Light,1,16.903589896504915,83.68089274200902,Andhra Pradesh
Clear,Highway,Night,2,125,16,0,Moderate,Icy,Bike,18,0,Daylight,1,15.690995922275015,78.19222253515272,Andhra Pradesh
Foggy,City Road,Afternoon,2,101,14,0,Low,Wet,Truck,33,11,Daylight,0,16.554583565405874,80.7553201135479,Telangana
Clear,Highway,Night,1,65,7,0,Low,Icy,Bus,46,21,Artificial Light,0,17.744047578104226,78.26121089510796,Telangana
Rainy,City Road,Night,3,61,13,0,High,Dry,Car,68,47,Artificial Light,1,14.10083463034613,78.25019158449498,Andhra Pradesh
Foggy,Highway,Morning,2,78,9,0,Low,Wet,Truck,47,25,Daylight,0,17.721083677823653,77.89540417031421,Telangana
Rainy,City Road,Afternoon,1,61,10,1,High,Wet,Car,34,16,Artificial Light,1,19.83708335812244,78.18275761357118,Telangana
Foggy,Rural Road,Night,2,123,7,0,Moderate,Wet,Truck,63,40,Artificial Light,1,16.907069747773793,83.19171396605904,Andhra Pradesh
Foggy,Highway,Morning,3,47,3,0,Low,Icy,Bike,22,0,Daylight,0,17.630831879505077,80.57353204945227,Andhra Pradesh
Foggy,Rural Road,Evening,1,107,17,1,High,Dry,Car,50,27,Daylight,1,17.391651099654034,83.35829335120569,Andhra Pradesh
Clear,Rural Road,Night,2,63,12,0,Low,Dry,Bus,58,33,Artificial Light,0,14.216766418989101,78.73823513483235,Andhra Pradesh
Rainy,Highway,Afternoon,3,33,18,0,Moderate,Icy,Bike,47,25,Artificial Light,1,14.969931885994717,79.40800141228524,Andhra Pradesh
Foggy,City Road,Afternoon,2,124,17,0,Low,Dry,Car,36,15,Artificial Light,0,16.34815218303769,81.59635410143866,Telangana
Clear,City Road,Evening,1,116,14,0,Low,Icy,Bike,60,39,Daylight,0,16.353335981967255,79.05621963717077,Andhra Pradesh
Rainy,City Road,Night,1,37,8,0,Moderate,Icy,Truck,52,29,Artificial Light,1,18.376362345049444,81.46448371708212,Andhra Pradesh
Clear,Rural Road,Morning,2,113,1,0,Low,Dry,Bus,41,22,Daylight,0,17.90161683600348,83.17860704833885,Andhra Pradesh
Rainy,Highway,Night,2,116,15,0,Moderate,Dry,Bus,42,24,Daylight,1,14.512006022640524,79.33539548100421,Andhra Pradesh
Rainy,Rural Road,Evening,1,97,15,0,Moderate,Wet,Car,37,19,Daylight,1,18.82803881892755,77.49983441439191,Telangana
Clear,Rural Road,Morning,1,109,10,0,Low,Icy,Bike,68,47,Artificial Light,0,17.065530914120195,81.56571648523911,Andhra Pradesh
Foggy,Highway,Night,3,57,16,0,Moderate,Dry,Car,62,44,Artificial Light,1,15.60694353369982,79.15065516292505,Andhra Pradesh
Foggy,Highway,Morning,1,108,2,0,Low,Dry,Car,37,19,Daylight,0,19.804132312991534,78.9728483775509,Telangana
Foggy,Highway,Morning,1,56,6,0,Low,Dry,Bike,63,43,Daylight,0,15.086327408261239,79.49992744517445,Andhra Pradesh
Foggy,City Road,Evening,1,127,4,0,Low,Wet,Bus,65,43,Daylight,0,18.395372354128558,81.26570097943808,Andhra Pradesh
Clear,Highway,Night,2,79,16,0,Moderate,Wet,Car,29,10,Daylight,1,18.01238446821356,81.87814299547892,Andhra Pradesh
Clear,Rural Road,Afternoon,2,114,4,1,Moderate,Wet,Truck,60,41,Artificial Light,1,15.111433752673571,79.20745085530649,Andhra Pradesh
Rainy,Rural Road,Afternoon,2,116,3,1,High,Dry,Truck,45,20,Artificial Light,1,16.616915974473756,81.54975289115573,Andhra Pradesh
Foggy,Rural Road,Morning,3,63,17,0,Low,Dry,Bus,39,19,Artificial Light,0,16.836040104385358,81.74179051379735,Andhra Pradesh
Foggy,Rural Road,Morning,1,42,6,0,Low,Wet,Bus,18,0,Artificial Light,0,16.614783687376548,82.54157536864471,Andhra Pradesh
Foggy,Highway,Night,2,50,10,0,Low,Icy,Car,42,21,Artificial Light,0,19.42580805468228,77.91319169087934,Telangana
Rainy,City Road,Night,3,128,7,0,High,Wet,Truck,19,0,Daylight,1,17.829478409821693,81.96767138146751,Andhra Pradesh
Foggy,City Road,Morning,3,76,3,0,Low,Icy,Truck,41,18,Artificial Light,0,15.02682885872753,78.6606657623481,Andhra Pradesh
Rainy,Highway,Afternoon,2,68,13,1,Low,Wet,Car,28,9,Artificial Light,1,17.88344022826938,82.81469937630654,Andhra Pradesh
Clear,Rural Road,Afternoon,2,75,1,0,Low,Icy,Bike,65,43,Daylight,0,17.236500214790265,83.92661144277083,Andhra Pradesh
Clear,City Road,Afternoon,1,53,6,0,Low,Icy,Bike,58,36,Daylight,0,17.52501990653133,79.55914340411967,Telangana
Rainy,City Road,Night,1,97,13,0,Moderate,Dry,Bike,64,42,Daylight,1,15.79315468966439,78.8387613015857,Andhra Pradesh
Rainy,City Road,Evening,2,69,17,1,High,Dry,Bike,34,14,Daylight,1,19.070999193498395,81.26252145234308,Telangana
Rainy,Highway,Night,2,46,5,0,Moderate,Dry,Bike,32,12,Artificial Light,1,17.45021672986367,81.85117827478143,Andhra Pradesh
Foggy,Highway,Afternoon,2,110,2,0,Low,Icy,Car,22,4,Daylight,0,15.742915635725875,77.69141305227856,Andhra Pradesh
Foggy,City Road,Night,1,35,12,0,Low,Icy,Bike,50,31,Daylight,0,15.20139985209067,77.65813398477172,Andhra Pradesh
Rainy,Rural Road,Morning,1,96,19,0,Moderate,Wet,Car,27,9,Daylight,1,18.053840746169573,79.1606721111858,Telangana
Rainy,Rural Road,Evening,2,69,13,0,High,Wet,Bus,21,3,Daylight,1,14.509986509023468,79.40086860183202,Andhra Pradesh
Foggy,Highway,Morning,2,32,3,0,Low,Icy,Truck,20,1,Artificial Light,0,16.609220606426938,83.90145855463919,Andhra Pradesh
Foggy,Highway,Night,2,42,3,0,Low,Dry,Bike,35,11,Artificial Light,0,17.081753708463165,82.1429239469624,Andhra Pradesh
Foggy,Rural Road,Evening,3,58,15,0,Low,Wet,Truck,55,35,Daylight,0,19.317216912421703,78.6330446846098,Telangana
Foggy,Rural Road,Evening,2,108,16,0,Low,Icy,Bus,65,43,Daylight,0,16.75814249386176,81.54250789436574,Andhra Pradesh
Clear,Rural Road,Evening,3,107,5,0,Moderate,Dry,Bus,53,30,Artificial Light,1,18.998197156864176,79.41664391641774,Telangana
Clear,City Road,Morning,1,107,4,0,Low,Wet,Bus,53,34,Daylight,0,16.832369999219498,81.66455316778632,Andhra Pradesh
Foggy,City Road,Morning,1,99,6,0,Low,Dry,Truck,50,26,Daylight,0,14.857566781475061,79.77268537469566,Andhra Pradesh
Rainy,City Road,Night,2,46,7,0,Moderate,Dry,Bike,49,29,Daylight,1,16.8583278365803,83.61899032127728,Andhra Pradesh
Foggy,Highway,Night,3,74,18,0,Moderate,Wet,Car,35,15,Daylight,1,17.91934268700905,83.94299054123204,Andhra Pradesh
Rainy,City Road,Afternoon,3,76,16,1,High,Icy,Car,54,32,Daylight,1,16.693389119575134,83.02159859511964,Andhra Pradesh
Rainy,Rural Road,Night,1,88,9,0,Moderate,Wet,Truck,60,40,Artificial Light,1,16.868602793900198,80.63776657936906,Andhra Pradesh
Foggy,Rural Road,Afternoon,3,84,1,0,Moderate,Dry,Bike,26,5,Daylight,1,15.889571519143429,80.84008233466302,Telangana
Foggy,Rural Road,Evening,1,67,19,0,Low,Wet,Bike,49,30,Artificial Light,0,17.435441231942303,82.62063885312818,Andhra Pradesh
Clear,Rural Road,Afternoon,3,80,14,1,High,Dry,Truck,66,46,Daylight,1,16.554213304672466,83.24225525905769,Andhra Pradesh
Foggy,Rural Road,Night,3,39,18,0,Moderate,Dry,Bike,54,30,Daylight,1,18.023779788754968,83.62656572825843,Andhra Pradesh
Rainy,Rural Road,Afternoon,1,33,16,0,Low,Icy,Bus,20,0,Daylight,0,17.571084946195597,82.16944187416179,Andhra Pradesh
Rainy,Highway,Morning,1,116,6,0,Moderate,Wet,Car,37,19,Daylight,1,18.27484907074072,83.62876728734497,Andhra Pradesh
Foggy,City Road,Night,2,35,13,0,Low,Icy,Bike,49,31,Daylight,0,17.730139508029396,83.74417646751053,Andhra Pradesh
Rainy,City Road,Morning,2,89,7,0,Moderate,Dry,Bus,34,9,Daylight,1,15.272397601055118,78.54149705215396,Andhra Pradesh
Rainy,City Road,Afternoon,2,92,14,0,Moderate,Wet,Truck,30,6,Artificial Light,1,16.942646695306955,81.70669780399493,Telangana
Clear,City Road,Afternoon,3,89,10,0,Moderate,Dry,Bus,34,16,Daylight,1,16.385538648338756,79.92519900742431,Telangana
Rainy,Highway,Morning,2,74,4,0,Low,Dry,Bus,33,10,Daylight,0,17.058016580695593,81.91739005581665,Andhra Pradesh
Rainy,Rural Road,Night,1,109,7,1,High,Dry,Bike,62,43,Daylight,1,14.137415767099554,78.83064618186812,Andhra Pradesh
Foggy,City Road,Evening,3,110,14,0,Moderate,Dry,Truck,53,29,Artificial Light,1,16.809041659981037,82.03847029620515,Andhra Pradesh
Foggy,City Road,Morning,1,68,6,0,Low,Icy,Bike,38,13,Daylight,0,17.017584816729048,81.60759995806046,Andhra Pradesh
Rainy,City Road,Evening,3,107,18,0,Moderate,Icy,Car,61,37,Daylight,1,17.1064395676885,83.8829545378319,Andhra Pradesh
Clear,Highway,Evening,2,58,16,0,Low,Wet,Bike,69,50,Daylight,0,14.837195725342463,78.81296405344115,Andhra Pradesh
Clear,City Road,Night,1,105,12,0,Moderate,Dry,Car,51,27,Artificial Light,1,19.52934110355487,77.22906396641221,Telangana
Clear,Rural Road,Evening,1,107,9,0,Low,Icy,Car,36,15,Artificial Light,0,19.123802638384127,81.65733689810793,Telangana
Foggy,Highway,Evening,3,115,10,0,Moderate,Icy,Bus,18,0,Daylight,1,16.822895372065844,83.86261205969974,Andhra Pradesh
Clear,Highway,Afternoon,2,34,18,0,Low,Icy,Truck,25,7,Daylight,0,16.528393268943447,81.40171199567236,Andhra Pradesh
Rainy,Highway,Afternoon,2,129,8,0,Moderate,Icy,Bike,18,0,Daylight,1,17.885817822049535,83.06606132347879,Andhra Pradesh
Rainy,City Road,Afternoon,3,110,10,0,Moderate,Wet,Car,33,10,Daylight,1,19.881228202994368,78.55130263710367,Telangana
Foggy,City Road,Night,2,53,8,0,Low,Wet,Truck,23,0,Artificial Light,0,17.566647095719212,81.91975840806533,Andhra Pradesh
Rainy,Highway,Afternoon,2,42,12,0,Low,Icy,Truck,51,27,Daylight,0,18.454913126367686,83.48661015333305,Andhra Pradesh
Rainy,Rural Road,Afternoon,1,74,11,1,High,Wet,Car,54,31,Artificial Light,1,17.84316541600637,80.03525348661495,Telangana
Clear,City Road,Evening,3,77,13,0,Low,Icy,Bus,31,6,Artificial Light,1,17.587574140783495,82.93239546592517,Andhra Pradesh
Foggy,City Road,Evening,1,116,10,0,Low,Icy,Bike,30,11,Daylight,0,17.912184816385015,81.85434030174923,Telangana
Rainy,City Road,Night,3,35,2,0,Moderate,Icy,Car,46,22,Daylight,1,14.927434281480423,79.27594966351643,Andhra Pradesh
Rainy,City Road,Evening,1,53,15,1,High,Icy,Bike,20,1,Artificial Light,1,17.269031627412534,81.71435632632155,Andhra Pradesh
Clear,City Road,Morning,2,71,13,0,Low,Dry,Truck,39,17,Daylight,0,18.063559651857453,82.19460561257192,Andhra Pradesh
Rainy,City Road,Morning,2,76,12,0,Low,Icy,Truck,67,43,Daylight,0,19.055459246090447,79.90949784475737,Telangana
Clear,Rural Road,Afternoon,2,111,14,0,Low,Dry,Bike,41,23,Daylight,0,17.202484682095978,81.00690009531233,Telangana
Clear,City Road,Evening,3,69,4,0,Low,Icy,Car,57,33,Daylight,0,16.776987649267674,78.25460000505905,Telangana
Foggy,Highway,Afternoon,2,109,14,1,High,Wet,Bike,41,19,Artificial Light,1,17.021698491924177,80.53180462232926,Andhra Pradesh
Rainy,Highway,Afternoon,1,35,19,0,Low,Dry,Bus,61,38,Daylight,0,18.458019861925084,79.60214096092028,Telangana
Rainy,Highway,Afternoon,1,55,6,0,Low,Icy,Bus,61,36,Artificial Light,0,18.43393702923663,82.49919714387019,Andhra Pradesh
Foggy,Highway,Morning,3,32,8,0,Low,Icy,Car,33,9,Artificial Light,0,14.348625590512901,78.80917486519768,Andhra Pradesh
Clear,Rural Road,Night,1,33,2,0,Low,Icy,Truck,55,34,Daylight,0,19.3587164695967,79.94059705921552,Telangana
Clear,Highway,Morning,3,38,12,0,High,Icy,Bike,28,8,Artificial Light,1,14.930108919530518,77.71263388918526,Andhra Pradesh
Rainy,Highway,Evening,2,86,19,0,Moderate,Wet,Truck,31,7,Artificial Light,1,17.288958781677714,83.53471063832632,Andhra Pradesh
Clear,City Road,Night,1,121,18,0,Moderate,Dry,Bus,25,0,Daylight,1,18.433468455070216,83.85348341931574,Andhra Pradesh
Rainy,Highway,Morning,2,113,6,1,High,Dry,Car,52,31,Daylight,1,17.19610391095464,83.6344450930586,Andhra Pradesh
Rainy,Highway,Night,1,103,3,0,Moderate,Wet,Car,21,2,Daylight,1,15.10859775709011,78.23829320497407,Andhra Pradesh
Foggy,City Road,Morning,3,100,12,0,Moderate,Wet,Truck,59,38,Daylight,1,17.87553841273147,81.45716080381243,Andhra Pradesh
Foggy,Rural Road,Morning,3,47,12,0,Low,Dry,Truck,19,0,Daylight,1,14.129143392786602,77.61337733335816,Andhra Pradesh
Rainy,Highway,Morning,3,115,16,1,High,Wet,Bike,69,50,Daylight,1,17.383779591096737,78.8613240026854,Telangana
Clear,Rural Road,Evening,1,121,7,1,High,Wet,Car,29,5,Artificial Light,1,17.094096183005323,79.50779288454387,Telangana
Foggy,Highway,Evening,2,62,9,0,Low,Wet,Bike,56,38,Daylight,0,16.884515836936185,81.5831434218101,Andhra Pradesh
Foggy,City Road,Afternoon,1,112,6,0,Low,Wet,Truck,30,6,Daylight,0,15.027783542487121,78.52283938677417,Andhra Pradesh
Rainy,Highway,Night,2,115,5,0,Moderate,Icy,Truck,30,11,Daylight,1,18.466681536828453,81.34560446752518,Andhra Pradesh
Clear,City Road,Night,2,56,18,0,Low,Dry,Bike,46,28,Artificial Light,0,15.78996173385431,78.89684615862404,Andhra Pradesh
Foggy,City Road,Evening,1,86,6,1,High,Dry,Bike,69,44,Artificial Light,1,17.853744551655154,80.72433148862662,Andhra Pradesh
Rainy,Rural Road,Afternoon,1,87,2,0,Moderate,Dry,Truck,32,13,Artificial Light,1,17.979162354443485,81.23839461716983,Andhra Pradesh
Clear,Highway,Afternoon,3,128,16,0,Moderate,Icy,Car,58,33,Daylight,0,14.075884513832511,79.4407695864141,Andhra Pradesh
Foggy,Rural Road,Evening,2,59,13,0,Low,Dry,Bike,34,13,Daylight,0,16.935175879863287,80.96822350747888,Andhra Pradesh
Foggy,Highway,Night,2,63,18,0,Low,Icy,Bike,43,23,Daylight,0,14.181663968952892,77.95791486585263,Andhra Pradesh
Foggy,City Road,Afternoon,1,52,5,0,Low,Icy,Car,35,17,Daylight,0,17.74046969792224,82.40680379846634,Andhra Pradesh
Clear,Highway,Afternoon,3,95,14,0,Moderate,Icy,Bike,60,40,Artificial Light,1,16.315138318890487,78.56172152356962,Telangana
Rainy,Rural Road,Afternoon,1,115,19,0,Moderate,Icy,Truck,56,38,Daylight,1,16.7788822614527,78.2036514161046,Telangana
Foggy,City Road,Evening,1,64,17,0,Low,Dry,Bike,34,16,Artificial Light,0,17.908062905183314,81.26108526276033,Andhra Pradesh
Foggy,Rural Road,Night,2,66,16,0,Low,Icy,Bus,48,25,Daylight,0,17.303383406782224,79.03731190615346,Telangana
Clear,Rural Road,Afternoon,1,101,14,0,Moderate,Icy,Bus,28,3,Artificial Light,1,16.386665892197673,79.34031644032977,Andhra Pradesh
Foggy,Rural Road,Night,3,63,16,1,Moderate,Icy,Truck,44,20,Artificial Light,0,16.79080157535866,77.51977537623085,Telangana
Clear,City Road,Night,3,98,1,0,Moderate,Dry,Truck,55,33,Daylight,1,17.099306964654563,78.45393438233901,Telangana
Foggy,Rural Road,Afternoon,1,64,7,0,Low,Dry,Truck,30,9,Daylight,0,18.055455820135585,83.504130286076,Andhra Pradesh
Rainy,City Road,Morning,2,83,2,1,High,Dry,Car,35,14,Daylight,1,14.89918890305767,79.08063898995957,Andhra Pradesh
Clear,City Road,Night,1,49,2,1,High,Icy,Bus,62,40,Artificial Light,0,16.621811086470366,82.9554784296103,Andhra Pradesh
Rainy,Rural Road,Evening,3,76,1,1,High,Dry,Truck,32,7,Daylight,1,17.318365174916977,81.65282744255727,Andhra Pradesh
Clear,City Road,Night,3,91,17,0,Moderate,Icy,Truck,49,28,Artificial Light,1,15.915613681900947,78.19941766273395,Andhra Pradesh
Rainy,Rural Road,Morning,1,78,4,0,Low,Icy,Bike,25,3,Daylight,0,14.734791901262334,78.52655062796909,Andhra Pradesh
Foggy,Highway,Evening,3,63,1,0,Low,Dry,Bus,47,23,Daylight,0,15.732300573061972,79.77094748631805,Andhra Pradesh
Rainy,City Road,Evening,1,69,2,0,Low,Icy,Bike,60,36,Daylight,0,16.72316019928532,80.31289419363604,Telangana
Rainy,Highway,Night,3,111,9,0,High,Dry,Truck,61,40,Daylight,1,18.299695823930687,81.50096273610315,Telangana
Foggy,City Road,Morning,2,37,5,0,Low,Dry,Truck,31,6,Artificial Light,0,18.003596327173867,82.48894015694069,Andhra Pradesh
Clear,City Road,Evening,3,82,6,0,Moderate,Dry,Truck,33,13,Daylight,1,17.44886982829435,81.66821808974429,Andhra Pradesh
Rainy,Rural Road,Night,2,78,15,0,Moderate,Wet,Car,19,0,Daylight,1,18.27800122162933,82.4925674454427,Andhra Pradesh
Foggy,Highway,Evening,2,100,11,0,Low,Wet,Bus,65,41,Artificial Light,0,15.296869617786774,77.61768066482459,Andhra Pradesh
Foggy,Rural Road,Evening,3,118,9,0,Low,Dry,Truck,18,0,Artificial Light,0,16.754720083191987,79.51240812833079,Telangana
Clear,Rural Road,Evening,3,79,19,0,Low,Icy,Bike,65,43,Artificial Light,0,16.863527195522387,82.26446494671454,Andhra Pradesh
Clear,Highway,Night,3,78,6,0,Moderate,Icy,Bike,47,25,Artificial Light,1,17.016215286346828,82.12394896104134,Andhra Pradesh
Clear,Highway,Afternoon,3,52,10,0,Low,Dry,Car,25,2,Daylight,0,18.355491466150816,83.53695734271733,Andhra Pradesh
Clear,Highway,Night,1,66,8,1,High,Icy,Bus,23,2,Daylight,1,14.265534568971141,79.28451768528029,Andhra Pradesh
Clear,Rural Road,Evening,2,58,12,0,Moderate,Icy,Bike,42,18,Daylight,1,19.112625045246975,80.8084937032574,Telangana
Clear,Highway,Night,1,73,10,1,High,Dry,Bike,47,24,Artificial Light,1,16.267260137188888,80.2263673982185,Telangana
Foggy,Highway,Morning,1,40,6,0,Low,Icy,Car,58,39,Artificial Light,0,15.44338350304917,78.9867369630246,Andhra Pradesh
Foggy,Highway,Afternoon,1,56,17,0,Low,Dry,Bike,45,20,Artificial Light,0,17.557414639768105,80.62031900423104,Andhra Pradesh
Clear,Highway,Morning,1,101,5,0,Low,Wet,Bike,40,20,Daylight,0,14.203618032227897,78.50053356698251,Andhra Pradesh
Rainy,Highway,Evening,3,65,17,0,Moderate,Wet,Bike,24,0,Artificial Light,1,16.99988590043637,79.76351136599506,Telangana
Rainy,City Road,Morning,2,70,18,0,Low,Icy,Bus,30,11,Artificial Light,0,16.34700697564515,80.45072398927461,Telangana
Foggy,City Road,Night,1,62,13,0,Low,Dry,Bike,31,6,Daylight,0,14.408386124357891,77.73992010090933,Andhra Pradesh
Clear,Highway,Evening,1,47,13,0,Low,Wet,Bus,64,43,Daylight,0,18.254255123797,82.34866241614725,Andhra Pradesh
Foggy,City Road,Afternoon,2,87,9,0,Low,Wet,Truck,66,47,Artificial Light,0,17.715770083630762,77.70154554978107,Telangana
Rainy,Highway,Evening,3,107,8,0,Moderate,Dry,Bus,22,0,Artificial Light,1,16.169998979737723,79.40482749944394,Andhra Pradesh
Rainy,City Road,Night,3,64,8,0,Moderate,Wet,Bike,27,9,Artificial Light,1,18.366824306821286,77.55380996826287,Telangana
Foggy,Highway,Afternoon,1,44,12,1,Moderate,Icy,Bus,31,12,Daylight,1,16.59861797421965,81.40117725772365,Andhra Pradesh
Foggy,City Road,Night,2,72,15,0,Low,Wet,Car,38,16,Artificial Light,0,17.020096080504867,81.84770319501636,Andhra Pradesh
Clear,City Road,Morning,2,103,19,0,Low,Dry,Bike,61,43,Artificial Light,0,15.52594014945423,79.42043970707081,Andhra Pradesh
Rainy,Rural Road,Night,2,72,18,0,Low,Dry,Bus,56,35,Daylight,1,14.28125782631658,79.19261693466008,Andhra Pradesh
Rainy,Rural Road,Evening,3,35,3,0,Moderate,Icy,Truck,27,4,Daylight,1,17.778215693989413,81.69336690775046,Andhra Pradesh
Foggy,Rural Road,Afternoon,1,97,4,1,High,Dry,Bike,28,6,Artificial Light,1,19.890456279385102,78.43869195363486,Telangana
Rainy,Rural Road,Night,3,90,16,1,High,Icy,Truck,23,4,Artificial Light,1,18.3613445111248,80.58625541622713,Andhra Pradesh
